ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,SAL_CODE21
SE-00017200,PR-40011145,Nichols Point PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,110 KOORLONG AV,NICHOLS POINT,VIC,3501,1300072410,,,60.0,20/01/2025,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:30,7:00,8:30,7:00,8:30,7:00,8:30,7:00,8:30,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,21940
SE-00017201,PR-40011145,Mirniyan PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,75 WELSUMMER DR,CLYDE NORTH,VIC,3978,1300072410,,,50.0,3/1/2025,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,20582
SE-00017202,PR-00002240,Hopetoun Early Learning Centre and Kindergarten,Horsham & District Kindergarten Association Inc,Centre-Based Care,87 Mandeville Street,Hopetoun,VIC,3396,418526975,,,48.0,5/2/2025,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,7:30,18:30,7:30,18:30,7:30,18:30,7:30,18:30,7:30,18:30,,,,,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,21201
SE-00017207,PR-00001718,St Arnaud Kindergarten,Northern Grampians Shire Council,Centre-Based Care,8 DUNSTAN ST,ST ARNAUD,VIC,3478,354952666,,"The approved provider must comply with the conditions of the Environmental Management Plan (EMP)(LS0102_RPT012_StArnaudPS_EMP) during site operation. An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",66.0,28/02/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:00,16:30,8:00,16:30,8:00,16:30,8:00,16:30,8:00,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22334
SE-00017213,PR-00002502,Dorrington Kindergarten,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,7 DORRINGTON DR,MOUNT WAVERLEY,VIC,3149,343111500,,,66.0,23/01/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,,,8:30,16:00,,,,,,,,,,,8:30,16:00,,,8:30,16:00,,,,,,,,,,,,,,,,,,,,,No,21816
SE-00017223,PR-40022736,Growing Seeds Family Day Care,Madhu Educational Services Pty Ltd ATF  Sunita Bakshi Family Trust,Family Day Care,1663 SYDNEY RD,CAMPBELLFIELD,VIC,3061,,,"The maximum number of family day care educators that may be engaged or registered by the approved provider is 15. The approved provider of a family day care education and care service must ensure that:  
a. Family day care educators engaged by or registered with the service and approved family day care venues, that are located in an area or district of bushfire or at risk of grassfire, close and do not operate on any day declared by the Victorian Emergency Management Commissioner to be a day of ?€?Catastrophic?€? Fire Danger Rating that applies to the area or district at which the family day care educator?€?s residence or family day care venue is located. 
b. The family day care service?€?s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the services?€? and family day care educators?€? bushfire and grassfire related risks. 
c. The family day care service?€?s Emergency Management Plan reflects the operating context of the family day care service and its family day care educators, is kept up to date, reviewed at least once each calendar year; and includes: 
i. a list of the service?€?s emergency contact details 
ii. procedures for monitoring and managing bushfire risks and events 
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service or family day care educators?€? service 
iv. procedures for notifying families of children enrolled at the service of any closure 
v. procedures for reviewing and updating the Emergency Management Plan. 
d. The Emergency Management Plan is made available to the Regulatory Authority on request. The approved provider must notify the Regulatory Authority within 5 days of the commencement of the operation of the family day care service.

The approved provider within 5 days of the commencement of the operation of the family day care service must submit to the Regulatory Authority:

o	a copy of the register of family day care educators, co-ordinators and assistants that complies with section 269 of the Education and Care Services National Law Act 2010 and regulation 153 of the Education and Care Services National Regulations 2011. 

o	a copy of the record of staff engaged or employed by the family day care service that complies with regulation 154 of the Education and Care Services National Regulations 2011.",1.0,1/6/2025,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,,,,,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,,,,,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,,,,,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,,,,,No,20455
SE-00017227,PR-40025016,Nest Early Learning and Kindergarten,MSPP FUTURE INVESTMENT PTY LTD,Centre-Based Care,15 REDWOOD DR,KEYSBOROUGH,VIC,3173,399697057,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",128.0,20/12/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21339
SE-00017233,PR-40017265,Dromana Beach Sanctuary Of Early Learning,C & N INVESTMENTS NO. 3 PTY. LTD.,Centre-Based Care,299-301 POINT NEPEAN RD,DROMANA,VIC,3936,359818299,,,72.0,5/12/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,19:00,7:00,19:00,7:00,19:00,7:00,19:00,7:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20788
SE-00017234,PR-40001728,Brady Bunch Early Learning Centre Miners Rest,Brady Bunch Early Learning Centre Burpengary Pty Ltd,Centre-Based Care,67 HOWE ST,MINERS REST,VIC,3352,436426943,,,108.0,24/01/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21691
SE-00017242,PR-40036587,Ivy Grammar Early Learning,IVY GRAMMAR EARLY LEARNING PTY LTD,Family Day Care,16/60 Albert Rd,South Melbourne,VIC,3205,,,"The maximum number of family day care educators that may be engaged or registered by the approved provider is 15 The approved provider must notify the Regulatory Authority within 5 days of the commencement of the operation of the family day care service. The approved provider within 5 days of the commencement of the operation of the family day care service must submit to the Regulatory Authority:

o	a copy of the register of family day care educators, co-ordinators and assistants that complies with section 269 of the Education and Care Services National Law Act 2010 and regulation 153 of the Education and Care Services National Regulations 2011. 

o	a copy of the record of staff engaged or employed by the family day care service that complies with regulation 154 of the Education and Care Services National Regulations 2011. The approved provider of a family day care education and care service must ensure that:  
a. Family day care educators engaged by or registered with the service and approved family day care venues, that are located in an area or district of bushfire or at risk of grassfire, close and do not operate on any day declared by the Victorian Emergency Management Commissioner to be a day of ?€?Catastrophic?€? Fire Danger Rating that applies to the area or district at which the family day care educator?€?s residence or family day care venue is located. 
b. The family day care service?€?s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the services?€? and family day care educators?€? bushfire and grassfire related risks. 
c. The family day care service?€?s Emergency Management Plan reflects the operating context of the family day care service and its family day care educators, is kept up to date, reviewed at least once each calendar year; and includes: 
i. a list of the service?€?s emergency contact details 
ii. procedures for monitoring and managing bushfire risks and events 
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service or family day care educators?€? service 
iv. procedures for notifying families of children enrolled at the service of any closure 
v. procedures for reviewing and updating the Emergency Management Plan. 
d. The Emergency Management Plan is made available to the Regulatory Authority on request.",,19/02/2025,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22310
SE-00017246,PR-00001646,Lancefield Childrens Centre,Macedon Ranges Shire Council,Centre-Based Care,76 HIGH ST,LANCEFIELD,VIC,3435,428238894,,"An approved provider of an education and care service that is listed on the Department of Education Bushfire At-Risk Register must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.  
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",99.0,20/01/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,0:00,0:00,0:00,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21456
SE-00017248,PR-00007250,Lollypop Creek Kindergarten,One Tree Community Services Inc,Centre-Based Care,104 SHIPWRIGHT PDE,WERRIBEE,VIC,3030,473859367,,,99.0,31/01/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,8:30,16:15,8:30,16:30,8:30,14:00,8:30,16:30,8:30,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22750
SE-00017250,PR-40002239,Little Lambs Early Education Templestowe,BB GLOBAL VICTORIA PTY LTD,Centre-Based Care,1 NILAND RISE,TEMPLESTOWE,VIC,3106,484045064,,,52.0,20/01/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22483
SE-00017251,PR-00001475,Marcus Road Kindergarten,Dingley Kindergarten Centres Inc,Centre-Based Care,31B Marcus Road,Dingley Village,VIC,3172,485120505,,,66.0,13/01/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,11:30,8:30,12:15,8:30,12:30,,,,,,,,,12:30,16:15,12:45,16:15,13:00,16:00,,,,,,,,,,,,,,,,,,,No,20758
SE-00017255,PR-40002234,TeamKids - Hillsmeade Primary,TEAM HOLIDAY PTY LTD,Centre-Based Care,82 THE PROMENADE,NARRE WARREN SOUTH,VIC,3805,1300035000,,,150.0,13/12/2024,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,21896
SE-00017256,PR-40002599,MyCentre Childcare,MyCentre Childcare Pty Ltd,Centre-Based Care,3-5 KRAFT CT,BROADMEADOWS,VIC,3047,393098884,,,120.0,19/02/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,20346
SE-00017264,PR-40027924,Discovery Bay Golden Square,DISCOVERY BAY GROUP PTY LTD,Centre-Based Care,110 PANTON ST,GOLDEN SQUARE,VIC,3555,398990777,,"The approved provider must ensure that educators, staff and volunteers do not access the water play area, as noted on the plan, with children during service operational hours. Play area five, six, and seven, as noted on the plans, are not considered in the calculations for regulation 108(2) Space requirements?€?outdoor space. The approved provider must ensure that the gates between play areas 1-4 as noted on the plans, remain open at all times when there are 102 children in the services outdoor licensed spaces.",102.0,24/03/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21058
SE-00017280,PR-00001795,Seaford Kindergarten Association Inc,Seaford Kindergarten Assoc Inc,Centre-Based Care,"PREVIOUSLY KANANOOK KINDERGARTEN, 6 BUNA AV",SEAFORD,VIC,3198,397861720,,The approved provider must surrender this service approval before 31 December 2025,29.0,2/1/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22249
SE-00017288,PR-40005974,Discovery Tree Springvale,DISCOVERY TREE EARLY LEARNING CENTRE PTY. LTD. ATF DISCOVERY TREE EARLY LEARNING CENTRE UNIT TRUST,Centre-Based Care,53-57 WESTALL RD,CLAYTON SOUTH,VIC,3169,395510870,,"?€? The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. ""?€? The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify:
h) the service;
i) the date and time of the rehearsal;
j) the total time taken to evacuate the building;
k) the location to which building occupants were evacuated to;
l) the number of children and educators in attendance on the day;
m) the profile of children (ages, any disabilities) with respect to the children?€?s rooms operating at the time of the rehearsal; and
n) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service.

?€? The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt",104.0,30/07/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20570
SE-00017289,PR-40025881,Tiny Steps Early Learning Centre,CHANGEX GLOBAL PTY LTD,Centre-Based Care,8 Moresby st,Oakleigh South,VIC,3167,399697205,,,60.0,11/4/2025,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,,,9:00,17:00,8:00,18:00,8:00,17:30,8:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22002
SE-00017295,PR-40001112,Milestones Early Learning Narre Warren North,Affinity Education Group Pty Limited,Centre-Based Care,154 DRYSDALE AV,NARRE WARREN NORTH,VIC,3804,735137700,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify: 

the service; 

the date and time of the rehearsal; 

the total time taken to evacuate the building; 

the location to which building occupants were evacuated to; 

the number of children and educators in attendance on the day; 

the profile of children (ages, any disabilities) with respect to the children?€?s rooms operating at the time of the rehearsal; and 

any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 

The Approved Provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt. All non-ambulatory children must only be educated and cared for on the ground floor of the service. An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

a list of the service's emergency contact details 

procedures for monitoring and managing bushfire and grassfire risks and events 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

procedures for notifying families of children enrolled at the service of any closure 

procedures for reviewing and updating the Emergency Management Plan. 

A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request",110.0,6/6/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21895
